"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Group_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Numeric_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Kelengkapan dan Ketersediaan Fasilitas-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Kelengkapan dan Ketersediaan Fasilitas-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Kebersihan, Kenyamanan, dan Keamanan-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Kebersihan, Kenyamanan, dan Keamanan-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Kelengkapan dan Ketersediaan Fasilitas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Kelengkapan dan Ketersediaan Fasilitas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Kebersihan, Kenyamanan, dan Keamanan kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Kebersihan, Kenyamanan, dan Keamanan kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Trigger Time","Response Imports","Campaign Id"
"80","IDM","TEATER","TOILET","Resto","IDM-TEATER-TOILET-Resto-01","5","Satisfied","5","Test",,"Neutral","4","4","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"af2debf7-e5f9-4b1e-9191-f6da0712469a","Completed","New","11-11-2025 14:14:41","Anonymous","13898",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:14:27.5355Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"81","IDM","TEATER","TOILET","Prambanan Riverfront","IDM-TEATER-TOILET-Prambanan Riverfront-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"427e3bf9-9959-4178-b8b1-797d732e21a7","Completed","New","11-11-2025 14:14:09","Anonymous","13795",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:13:55.9475Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"82","IDM","TEATER","TOILET","Open Air VIP","IDM-TEATER-TOILET-Open Air VIP-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan cepat dan tepat",,,,"Tisu tersedia dengan cukup untuk digunakan",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"f1c2721b-8aea-4840-b852-f9c6e2e7e452","Completed","New","11-11-2025 14:13:33","Anonymous","22619",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:13:11.4555Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"83","IDM","TEATER","TOILET","Open Air sisi Utara","IDM-TEATER-TOILET-Open Air sisi Utara-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Wastafel bersih dan berfungsi dengan baik",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"994e54d6-832b-46fe-8e45-0382a77e479d","Completed","New","11-11-2025 14:12:58","Anonymous","20415",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:12:38.0799Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"84","IDM","TEATER","TOILET","Open Air sisi Selatan","IDM-TEATER-TOILET-Open Air sisi Selatan-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan cepat dan tepat",,,,"Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"77d504fe-b1b6-4914-bc72-37f6f1c4a23b","Completed","New","11-11-2025 14:12:07","Anonymous","13542",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:11:54.2589Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"85","IDM","TEATER","TOILET","Kinnara-Kinnari","IDM-TEATER-TOILET-Kinnara-Kinnari-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Wastafel bersih dan berfungsi dengan baik",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"96fce60b-29ed-4cf1-9838-b238fcf7951b","Completed","New","11-11-2025 14:11:35","Anonymous","15171",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:11:20.3173Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"86","IDM","RATUBOKO","TOILET","Resto 2","IDM-RATUBOKO-TOILET-Resto 2-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Membantu dan memastikan kesiapan fasilitas",,,,"Wastafel bersih dan berfungsi dengan baik",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"fe0a10d3-30e0-48b1-9a58-0c7a6ed21cbb","Completed","New","11-11-2025 14:10:50","Anonymous","14935",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:10:35.8465Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"87","IDM","RATUBOKO","TOILET","Resto 1","IDM-RATUBOKO-TOILET-Resto 1-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Wastafel bersih dan berfungsi dengan baik",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"6edd07a0-8961-409e-8cfc-c50682facb8e","Completed","New","11-11-2025 14:10:18","Anonymous","21785",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:09:56.8444Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"88","IDM","RATUBOKO","TOILET","Parkir Motor","IDM-RATUBOKO-TOILET-Parkir Motor-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Pengharum ruangan berfungsi dengan baik sehingga toilet terasa segar",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"1bb8b067-4a5c-4d04-b5c5-4ab0f2113dca","Completed","New","11-11-2025 14:09:42","Anonymous","14618",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:09:27.6880Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"89","IDM","RATUBOKO","TOILET","Parkir Mobil","IDM-RATUBOKO-TOILET-Parkir Mobil-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Wastafel bersih dan berfungsi dengan baik",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"c1537b61-a2e2-4e39-8d20-bcb8186d6ed3","Completed","New","11-11-2025 14:09:04","Anonymous","15439",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:08:49.3145Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"90","IDM","RATUBOKO","TOILET","Mushola","IDM-RATUBOKO-TOILET-Mushola-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Pengharum ruangan berfungsi dengan baik sehingga toilet terasa segar",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"5704997e-f21f-4e0f-8bd5-662d1e32c692","Completed","New","11-11-2025 14:08:29","Anonymous","15358",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:08:14.3204Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"91","IDM","RATUBOKO","TOILET","Camping Ground","IDM-RATUBOKO-TOILET-Camping Ground-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Memiliki penampilan yang bersih dan rapi|Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna|Pengharum ruangan berfungsi dengan baik sehingga toilet terasa segar",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"d0641b87-6c93-4abd-a3bd-6300294f6c84","Completed","New","11-11-2025 14:07:57","Anonymous","21006",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:07:37.0863Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"92","IDM","RATUBOKO","TOILET","Atas","IDM-RATUBOKO-TOILET-Atas-01","5","Satisfied","5","Test",,"Neutral","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"b2220e64-bcac-4ee4-bab5-19b62009e384","Completed","New","11-11-2025 14:07:20","Anonymous","28420",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-11T07:06:51.7228Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"93","IDM","TMII","TOILET","Elevated Parking LT 1 Zona 1","IDM-TMII-TOILET - Elevated Parking LT 1 Zona 1-01","3","Neutral","3","Tolong perluas toliet dan tambahkan tempat buang air kecil","Availability and Quantity of Toilets","Neutral","4","4","4","4","5","5","Membantu dan memastikan kesiapan fasilitas",,,,"Urinoir bersih dan mudah digunakan",,,,"Toilet bersih dan terawat dengan baik",,,,"caf6a1dc-d434-48e6-8c0c-82ecd3a7655e","Completed","New","11-11-2025 06:58:49","Anonymous","110764",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-10T23:56:57.6765Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"94","IDM","BOROBUDUR","TOILET","Plaza Museum","IDM-BOROBUDUR-TOILET-Plaza Museum-01","3","Neutral","3","Baru masuk langsung bau Pesing","Cleanliness and Hygiene of Toilets","Negative","4","4","4","4","2","2","Memiliki penampilan yang bersih dan rapi",,,,"Tisu tersedia dengan cukup untuk digunakan|Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna|Sabun tersedia dan dapat digunakan dengan mudah|Pengering tangan berfungsi dengan baik",,,,,,"Toilet kurang nyaman digunakan oleh pengunjung",,"2102ec11-1264-4380-9663-03e15ad131f2","Completed","New","09-11-2025 10:55:25","Anonymous","142912",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-09T03:53:00.3332Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"95","IDM","TMII","TOILET","Pusat Komunitas","IDM-TMII-TOILET -Pusat Komunitas-01","4","Satisfied","4","Airnya jangan sering mati, rutin ada yang membersihkan terutama ketika hari libur dan weekend","Toilet Maintenance and Repairs","Neutral","3","3","3","3","4","4",,,"Lainnya","Tidak ada petugas",,,"Air tidak tersedia atau mengalir dengan tidak lancar|Toilet duduk dan jongkok kotor atau tidak berfungsi dengan baik|Tisu tidak tersedia",,"Toilet bersih dan terawat dengan baik",,,,"37fbc371-86df-4eb0-849f-f5ff3a4735df","Completed","New","08-11-2025 12:10:51","Anonymous","115984",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-08T05:08:55.0908Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"96","IDM","TMII","TOILET","Pasar Nusantara","IDM-TMII-TOILET -Pasar Nusantara-01","5","Satisfied","5","Nyaman wangi petugas ramah","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme|Memiliki penampilan yang bersih dan rapi|Membantu dan memastikan kesiapan fasilitas",,,,"Toilet duduk dan jongkok tersedia dalam kondisi bersih dan berfungsi dengan baik|Urinoir bersih dan mudah digunakan|Wastafel bersih dan berfungsi dengan baik|Tisu tersedia dengan cukup untuk digunakan|Sabun tersedia dan dapat digunakan dengan mudah|Pengering tangan berfungsi dengan baik|Cermin bersih dan dipasang dengan posisi yang nyaman digunakan|Tempat sampah tersedia dan rutin dikosongkan|Pengharum ruangan berfungsi dengan baik sehingga toilet terasa segar",,,,"Toilet bersih dan terawat dengan baik|Toilet nyaman digunakan oleh pengunjung|Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"ec4d7dd6-d8f6-4bb8-94ed-afa3d477ac8e","Completed","New","06-11-2025 15:27:35","Anonymous","65853",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-06T08:26:29.6473Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"97","IDM","TMII","TOILET","Merchandise Store","IDM-TMII-TOILET -Merchandise Store-01","2","Not Satisfied","2","Tolong sediakan Kipas Angin d area toilet karena saat antri kami mengalami Kekurangan oksigen dan mohon d sediakan baby dan mother room .. d waktu yg sama ada 2 ibu sedang mengganti popok anak d luar toilet. Terima kasih","Additional Facilities and Amenities (Nursery Room, Exhaust Fans, Plants)","Negative","5","5","4","4","4","4","Melayani dengan cepat dan tepat|Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme|Memiliki penampilan yang bersih dan rapi|Membantu dan memastikan kesiapan fasilitas",,,,"Toilet duduk dan jongkok tersedia dalam kondisi bersih dan berfungsi dengan baik|Urinoir bersih dan mudah digunakan|Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna|Tisu tersedia dengan cukup untuk digunakan|Sabun tersedia dan dapat digunakan dengan mudah|Cermin bersih dan dipasang dengan posisi yang nyaman digunakan|Tempat sampah tersedia dan rutin dikosongkan",,,,"Lainnya","Tolong kipas angin diadakan",,,"75079b7e-0f65-4f73-9747-01db8af77107","Completed","New","02-11-2025 11:34:45","Anonymous","162119",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-11-02T04:32:02.5686Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"98","IDM","TMII","TOILET","Pasar Nusantara","IDM-TMII-TOILET -Pasar Nusantara-01","1","Not Satisfied","1","kotor jorok bau sabun kosong","Cleanliness and Hygiene of Toilets","Negative","3","3","3","3","3","3",,,"Tidak berpenampilan bersih dan rapi",,,,"Air tidak tersedia atau mengalir dengan tidak lancar|Wastafel kotor atau tidak berfungsi|Tisu tidak tersedia|Sabun habis atau tidak tersedia",,,,"Toilet kurang aman atau tidak memberikan privasi yang cukup bagi pengguna",,"3ea0cd20-a2a4-4b78-a4ad-686f4cc625a1","Completed","New","01-11-2025 17:06:59","Anonymous","70475",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","English","2025-11-01T10:05:49.5258Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"99","IDM","PRAMBANAN","TOILET","E","IDM-PRAMBANAN-TOILET-E-01","2","Not Satisfied","2","Sudah bayar di area Prambanan, nggak ada tissue lagi","Provision of Toiletry Supplies (Tissue, Soap, Disinfectant)","Negative","3","3","2","2","2","2",,,"Tidak membantu dan memastikan kesiapan fasilitas",,,,"Tisu tidak tersedia",,,,"Toilet kurang nyaman digunakan oleh pengunjung",,"3844e7fb-49e4-4e69-b32d-988f580f7e76","Completed","New","31-10-2025 15:34:01","Anonymous","75395",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-31T08:32:46.0152Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"100","IDM","BOROBUDUR","TOILET","Simpul Gate","IDM-BOROBUDUR-TOILET-Simpul Gate-01","5","Satisfied","5","di toilet sebaiknya dikasih gantungan buat tas","Accessibility and Convenience (Gates, Gantungan, Baby Rooms)","Positive","5","5","5","5","5","5","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme|Memiliki penampilan yang bersih dan rapi|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,"Urinoir bersih dan mudah digunakan|Toilet duduk dan jongkok tersedia dalam kondisi bersih dan berfungsi dengan baik|Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna|Wastafel bersih dan berfungsi dengan baik|Tisu tersedia dengan cukup untuk digunakan|Sabun tersedia dan dapat digunakan dengan mudah|Pengering tangan berfungsi dengan baik|Cermin bersih dan dipasang dengan posisi yang nyaman digunakan|Tempat sampah tersedia dan rutin dikosongkan|Pengharum ruangan berfungsi dengan baik sehingga toilet terasa segar",,,,"Toilet bersih dan terawat dengan baik|Toilet nyaman digunakan oleh pengunjung|Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"e50e0b0f-a261-4a8c-9808-85a0b486f1a7","Completed","New","31-10-2025 11:45:59","Anonymous","113626",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-31T04:44:05.3338Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"101","IDM","PRAMBANAN","TOILET","A","IDM-PRAMBANAN-TOILET-A-01","3","Neutral","3","toilet bau pesingg lantai kotor","Odor Control and Air Quality","Negative","4","4","4","4","3","3","Memiliki penampilan yang bersih dan rapi",,,,"Cermin bersih dan dipasang dengan posisi yang nyaman digunakan",,,,,,"Toilet kotor atau kurang terawat",,"ff400936-f9ce-4a18-b1b8-3885f44c6486","Completed","New","30-10-2025 11:56:12","Anonymous","82687",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-30T04:54:49.5271Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"102","IDM","BOROBUDUR","TOILET","KAI","IDM-BOROBUDUR-TOILET-KAI-01","4","Satisfied","4","Oke",,"Neutral","4","4","4","4","4","4","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme|Membantu dan memastikan kesiapan fasilitas",,,,"Urinoir bersih dan mudah digunakan|Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna|Wastafel bersih dan berfungsi dengan baik|Cermin bersih dan dipasang dengan posisi yang nyaman digunakan",,,,"Toilet aman dan memberikan rasa privasi bagi pengguna|Toilet nyaman digunakan oleh pengunjung|Toilet bersih dan terawat dengan baik",,,,"58675d25-3d04-4903-89fe-8a892e2eca33","Completed","New","29-10-2025 16:03:39","Anonymous","103116",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-29T09:01:56.2312Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"103","IDM","PRAMBANAN","TOILET","A","IDM-PRAMBANAN-TOILET-A-01","5","Satisfied","5","Bersih dan nyaman","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Memiliki penampilan yang bersih dan rapi|Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Toilet duduk dan jongkok tersedia dalam kondisi bersih dan berfungsi dengan baik|Air tersedia dengan lancar dan cukup untuk kebutuhan pengguna|Wastafel bersih dan berfungsi dengan baik|Tisu tersedia dengan cukup untuk digunakan|Cermin bersih dan dipasang dengan posisi yang nyaman digunakan|Pengering tangan berfungsi dengan baik|Pengharum ruangan berfungsi dengan baik sehingga toilet terasa segar",,,,"Toilet bersih dan terawat dengan baik|Toilet nyaman digunakan oleh pengunjung|Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"0340b6fe-2ad0-47bd-b861-148af1c80fe6","Completed","New","26-10-2025 18:24:09","Anonymous","55479",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-26T11:23:15.2629Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"104","IDM","TMII","TOILET","Menara Saujana","IDM-TMII-TOILET -Menara Saujana-01","5","Satisfied","5","Bersih toiletnya , wangi , petugasnya ramah 👍","Cleanliness and Hygiene of Toilets","Positive","5","5","4","4","4","4","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,"Lainnya|Wastafel bersih dan berfungsi dengan baik","mantapp👍",,,"Toilet bersih dan terawat dengan baik",,,,"8c5d56c2-d8e7-46c0-a84b-99ed5741c2ea","Completed","New","26-10-2025 10:12:13","Anonymous","314442",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-26T03:07:00.8607Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"105","IDM","TMII","TOILET","Kaltim","IDM-TMII-TOILET -Kaltim-01","2","Not Satisfied","2","sensor air cuci tangan mati tidak mau nyala tidak bisa cuci tangan!!!","Provision of Toiletry Supplies (Tissue, Soap, Disinfectant)","Negative","5","5","3","3","5","5","Memiliki penampilan yang bersih dan rapi|Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,,,"Wastafel kotor atau tidak berfungsi|Air tidak tersedia atau mengalir dengan tidak lancar",,"Toilet bersih dan terawat dengan baik|Toilet nyaman digunakan oleh pengunjung|Toilet aman dan memberikan rasa privasi bagi pengguna",,,,"53e7783a-2f30-406f-ac24-9f53d527b508","Completed","New","26-10-2025 07:54:55","Anonymous","71416",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-26T00:53:43.6462Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
"106","IDM","BOROBUDUR","TOILET","PUPR","IDM-BOROBUDUR-TOILET-PUPR-01","3","Neutral","3","Air ditempat cuci tangan dan urinoir sangat kecil mendekati tidak keluar.","Provision of Toiletry Supplies (Tissue, Soap, Disinfectant)","Negative","4","4","3","3","3","3","Melayani dengan sikap ramah, menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati serta profesionalisme",,,,,,"Air tidak tersedia atau mengalir dengan tidak lancar|Wastafel kotor atau tidak berfungsi",,,,"Toilet kurang nyaman digunakan oleh pengunjung",,"298a35da-0356-4b5f-9116-e889014f3e51","Completed","New","25-10-2025 12:12:47","Anonymous","130412",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","70fc7a7c-45d7-4b5f-866d-13eba967a822",,,"true","False","QrCode","Bahasa","2025-10-25T05:10:36.4072Z",,,,,,,,,,,,,,,"68b5aef6ba36f57e40594794"
